@0 GITREV=cfd30aae7c59705939b67ed13d39dccdb3b7df99, GITCLEAN=1
@0 Create from size nx=8 ny=3
@0 dimX=8, dimY=3
@0 Invocation key is: simEE87106AA9A62174F972B9F95D3748C0
@0 Plan key is: plan1523E33258F177BA84042C34EC2F2DE1
@0 SimTraceCtf, flags:  wavelets=0 landing=1 inst=1 switch_positions=0 stalls=1
@0 Global debug flag: landing
@0 P0.0 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P1.0 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P2.0 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P3.0 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P4.0 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P5.0 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P6.0 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P7.0 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P0.1 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P1.1 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P2.1 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P3.1 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P4.1 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P5.1 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P6.1 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P7.1 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P0.2 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P1.2 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P2.2 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P3.2 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P4.2 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P5.2 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P6.2 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 P7.2 (hwtile) tile trace flag: inst_trace,landing,stalls
@0 LW0 (iotile) tile trace flag: inst_trace,landing,stalls
@0 LW1 (iotile) tile trace flag: inst_trace,landing,stalls
@0 LW2 (nul) tile trace flag: inst_trace,landing,stalls
@0 LE0 (iotile) tile trace flag: inst_trace,landing,stalls
@0 LE1 (iotile) tile trace flag: inst_trace,landing,stalls
@0 LE2 (nul) tile trace flag: inst_trace,landing,stalls
@0 LN0 (nul) tile trace flag: inst_trace,landing,stalls
@0 LN1 (nul) tile trace flag: inst_trace,landing,stalls
@0 LN2 (nul) tile trace flag: inst_trace,landing,stalls
@0 LN3 (nul) tile trace flag: inst_trace,landing,stalls
@0 LN4 (nul) tile trace flag: inst_trace,landing,stalls
@0 LN5 (nul) tile trace flag: inst_trace,landing,stalls
@0 LN6 (nul) tile trace flag: inst_trace,landing,stalls
@0 LN7 (nul) tile trace flag: inst_trace,landing,stalls
@0 LS0 (nul) tile trace flag: inst_trace,landing,stalls
@0 LS1 (nul) tile trace flag: inst_trace,landing,stalls
@0 LS2 (nul) tile trace flag: inst_trace,landing,stalls
@0 LS3 (nul) tile trace flag: inst_trace,landing,stalls
@0 LS4 (nul) tile trace flag: inst_trace,landing,stalls
@0 LS5 (nul) tile trace flag: inst_trace,landing,stalls
@0 LS6 (nul) tile trace flag: inst_trace,landing,stalls
@0 LS7 (nul) tile trace flag: inst_trace,landing,stalls
@0 Architecture is: FYN
@0 Simtile is: hwtile
@0 Sim stats: config-time=0.05, nodes=1, threads=5
@0 Sim stats: tiles=46, simulated_tiles=28, hwtile=24, iotile=4, nultile=18
@35 P3.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0001 (+0.004(-14)), ident=0000190000000004, lf=0
@36 P2.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0010 (+0.040(-14)), ident=0000190000000006, lf=0
@36 P3.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0001 (+0.004(-14)), ident=0000190000000005, lf=0
@37 P1.1 (hwtile) landing C0 from link W, ctrl=0, idx=0022, data=0000 (+0.000(-15)), ident=0000190000000008, lf=0
@37 P2.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=0000190000000007, lf=0
@37 P3.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0010 (+0.040(-14)), ident=0000190000000006, lf=0
@38 P0.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=000019000000000A, lf=0
@38 LW1 (iotile) landing C0 from link R, ctrl=0, idx=0021, data=0001 (+0.004(-14)), ident=000019000000000C, lf=0
@38 P1.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=001F (+0.07c(-14)), ident=0000190000000009, lf=0
@38 P2.1 (hwtile) landing C0 from link W, ctrl=0, idx=0022, data=0000 (+0.000(-15)), ident=0000190000000008, lf=0
@38 P3.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=0000190000000007, lf=0
@39 LW1 (iotile) landing C0 from link R, ctrl=0, idx=0021, data=0001 (+0.004(-14)), ident=000019000000000D, lf=0
@39 P0.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=000019000000000B, lf=0
@39 P1.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=000019000000000A, lf=0
@39 P2.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=001F (+0.07c(-14)), ident=0000190000000009, lf=0
@39 P3.1 (hwtile) landing C0 from link W, ctrl=0, idx=0022, data=0000 (+0.000(-15)), ident=0000190000000008, lf=0
@40 P0.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0001 (+0.004(-14)), ident=000019000000000C, lf=0
@40 LW1 (iotile) landing C0 from link R, ctrl=0, idx=0021, data=0002 (+0.008(-14)), ident=000019000000000E, lf=0
@40 P1.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=000019000000000B, lf=0
@40 P2.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=000019000000000A, lf=0
@40 P3.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=001F (+0.07c(-14)), ident=0000190000000009, lf=0
@41 LW1 (iotile) landing C0 from link R, ctrl=0, idx=0021, data=0018 (+0.060(-14)), ident=000019000000000F, lf=0
@41 P0.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0001 (+0.004(-14)), ident=000019000000000D, lf=0
@41 P1.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0001 (+0.004(-14)), ident=000019000000000C, lf=0
@41 P2.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=000019000000000B, lf=0
@41 P3.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=000019000000000A, lf=0
@42 LW1 (iotile) landing C0 from link R, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=0000190000000010, lf=0
@42 P0.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0002 (+0.008(-14)), ident=000019000000000E, lf=0
@42 P1.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0001 (+0.004(-14)), ident=000019000000000D, lf=0
@42 P2.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0001 (+0.004(-14)), ident=000019000000000C, lf=0
@42 P3.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=000019000000000B, lf=0
@43 LW1 (iotile) landing C0 from link R, ctrl=0, idx=0022, data=0000 (+0.000(-15)), ident=0000190000000011, lf=0
@43 P0.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0018 (+0.060(-14)), ident=000019000000000F, lf=0
@43 P1.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0002 (+0.008(-14)), ident=000019000000000E, lf=0
@43 P1.1 (hwtile) landing C1 from link R, ctrl=0, idx=0000, data=0000 (+0.000(-15)), ident=0000090100000000, lf=0
@43 P2.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0001 (+0.004(-14)), ident=000019000000000D, lf=0
@43 P3.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0001 (+0.004(-14)), ident=000019000000000C, lf=0
@44 LW1 (iotile) landing C0 from link R, ctrl=0, idx=0021, data=001F (+0.07c(-14)), ident=0000190000000012, lf=0
@44 P0.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0000 (+0.000(-15)), ident=0000190000000010, lf=0
@44 P1.1 (hwtile) landing C0 from link W, ctrl=0, idx=0021, data=0018 (+0.060(-14)), ident=000019000000000F, lf=0
